ip_address,mac_address
208.232.209.143,55:23:e8:17:95:f9
72.8.79.161,91:00:07:89:38:a9
66.8.218.182,b0:f0:9d:ca:d2:bb
142.52.138.151,2c:8b:ce:91:eb:86
209.93.99.64,e9:61:6b:a3:85:48
184.242.145.192,07:66:0e:57:23:64
222.194.233.122,ce:c2:f4:4e:01:8e
89.108.200.24,90:95:59:7a:02:2c
129.214.206.101,5b:04:45:fb:7a:2f
14.194.42.142,94:b1:80:df:79:37
96.107.115.95,c5:dc:1f:4e:09:c3
217.21.80.147,d7:6f:f0:65:9a:91
60.123.94.185,60:43:0c:ce:1d:7b
208.239.163.147,4d:c3:a2:89:86:a4
197.245.80.92,57:16:2d:a1:a3:e4
75.128.32.246,cc:a2:66:87:d6:30
120.150.20.169,0e:09:15:bf:da:d7
10.122.56.85,d8:9d:2e:83:aa:c6
169.197.247.220,c7:34:c1:8f:42:bb
176.122.201.46,54:92:8c:0d:02:ac
87.59.110.108,d8:d7:ae:60:f9:a4
136.86.91.148,90:12:ad:2c:e5:fd
165.95.68.154,0c:0f:05:31:2e:fc
201.128.86.1,dd:b9:53:0b:92:08
182.81.174.136,33:04:88:90:49:37
89.88.181.89,96:2b:5f:f7:9e:7d
136.91.168.118,c1:93:38:05:c5:7a
39.109.173.19,b0:d8:4f:f3:bf:95
176.62.134.225,db:04:81:3c:91:ee
50.15.6.235,48:79:e3:8a:cb:3e
95.30.207.122,81:78:8d:bd:cb:52
205.250.226.83,b1:bd:fd:ca:cb:08
153.140.117.194,9b:94:51:01:13:f1
31.65.153.48,f1:13:c1:f8:50:35
175.148.198.144,9e:e4:59:08:d6:34
120.55.232.30,a6:2b:ed:91:58:38
74.194.119.23,69:03:6e:e0:30:42
124.115.11.85,a0:89:69:d1:f0:68
8.231.93.142,3a:1f:65:08:86:cf
36.172.149.251,8a:aa:6c:da:a0:12
18.29.143.179,0f:2d:ae:aa:90:2f
223.52.86.56,a3:22:30:cf:8f:94
46.207.165.151,80:91:fd:b8:ae:98
166.23.38.130,6e:7a:d3:28:9a:3f
22.70.40.158,4b:39:51:2c:de:e6
157.167.112.197,e1:67:ff:c0:0a:c1
195.71.166.101,fa:cb:ba:86:e8:63
63.129.87.209,04:c4:3d:49:03:0e
188.145.68.55,03:23:1e:32:8b:8f
30.31.243.58,7d:2d:1e:d9:1a:30
35.104.97.219,bd:43:fb:0e:1e:2c
5.238.46.175,f3:9d:ae:fb:c8:ba
205.127.161.213,c9:76:03:a3:66:8b
194.247.47.173,61:07:92:2f:c1:70
28.246.198.200,a9:71:44:48:75:39
39.80.23.136,72:6e:34:bf:16:97
12.70.66.168,bc:85:f2:c9:9d:60
164.131.250.166,2f:f2:10:bd:60:d3
82.45.218.218,bc:1e:3f:90:ff:2e
33.113.100.250,a8:77:ec:3f:01:c5
120.210.23.210,a6:46:d4:c8:ff:d2
6.251.141.254,ef:36:a6:ce:a4:ea
71.74.207.213,d3:1e:e4:72:a1:4a
78.214.114.112,ee:04:81:99:fa:a4
21.246.45.228,29:e0:a9:4d:4c:b8
142.171.3.32,35:b3:10:47:99:ef
80.100.199.13,38:42:36:bd:52:91
117.160.116.71,07:f0:ea:54:49:0c
8.151.201.12,83:aa:79:3d:ef:fc
109.126.250.64,c9:cd:52:43:25:e7
99.127.157.37,3a:aa:a3:84:ed:ba
133.64.66.245,a6:85:4e:49:e8:ef
209.39.30.137,6c:04:ed:ff:be:84
161.218.199.225,59:0a:fc:cc:ba:f8
26.56.17.10,83:2f:a0:1e:3b:e8
86.167.155.90,a1:b5:60:53:f0:0f
141.221.255.121,69:74:e6:be:fc:9f
93.35.169.218,2c:98:5d:1f:cb:3b
171.153.146.5,1c:f7:86:4f:1f:3d
138.205.166.97,fd:5a:65:45:20:2f
91.216.249.223,84:00:df:e9:7e:1b
5.11.193.165,ad:5a:91:89:be:8c
72.18.32.106,9d:48:33:23:c3:12
160.24.147.22,4c:e6:de:03:3c:42
126.37.202.234,89:03:c4:e5:62:41
6.199.248.71,35:20:bb:1a:5e:f3
185.150.93.198,45:76:b6:e6:2a:e6
48.93.228.177,22:f8:2a:55:07:b5
122.54.232.203,94:a2:c9:6f:75:36
81.87.112.61,13:f8:19:fc:1a:5d
64.56.0.109,12:5d:66:5f:99:c7
118.3.43.166,97:91:c2:1c:cc:3b
193.155.213.186,d7:f1:53:f7:b3:70
3.75.76.171,8e:2c:79:da:1e:2a
43.49.252.135,fa:02:03:14:1c:24
155.85.64.14,13:8c:d7:9d:2d:d1
82.100.247.121,be:d5:57:e5:81:97
65.169.248.128,11:18:14:98:bb:c8
66.100.231.157,07:cb:5e:77:7d:c3
44.111.157.94,69:89:e0:66:a8:29
19.1.80.251,75:bd:c7:cf:67:99
138.1.102.61,32:a9:af:a2:cb:86
17.158.138.180,b1:29:a1:03:bd:08
187.130.115.12,ed:e3:7c:e2:c5:92
105.82.73.194,e6:a3:56:0b:6c:ad
130.119.89.138,86:f0:a7:43:30:a4
205.14.179.18,a4:9e:67:89:d7:79
69.29.172.122,36:02:4b:9e:af:cb
16.215.91.86,89:91:75:af:dd:e7
52.43.248.192,69:66:1e:e9:4d:37
110.203.234.116,5d:47:f0:90:14:27
8.244.108.153,6b:c4:07:74:73:5a
111.39.234.16,20:45:d7:f3:30:2b
105.192.161.243,a4:d3:53:aa:3f:25
204.40.70.27,e7:a4:b5:b0:d1:47
16.230.229.200,15:92:25:25:95:86
194.29.77.21,f8:54:3f:f3:f5:fa
221.195.62.88,bd:e5:77:6c:9d:eb
31.37.136.228,24:99:ab:cb:07:86
2.238.144.77,11:03:1c:52:b9:53
81.150.187.146,0a:58:be:98:00:9a
18.79.205.180,63:eb:8d:53:16:7e
2.177.73.9,ce:71:1f:0b:c1:04
68.225.47.153,77:3e:75:a3:5d:2b
196.120.201.79,20:ca:ea:73:5a:6b
6.219.238.35,00:de:47:6f:c3:98
222.47.151.140,8b:39:03:8c:70:e9
2.222.159.203,5b:4b:02:25:95:f2
11.6.38.11,c3:b8:94:80:29:85
71.115.220.214,ba:68:85:55:3c:20
159.51.61.50,b5:7c:50:db:a2:ce
125.166.24.79,3d:51:53:8a:ed:1f
200.197.36.159,de:43:9a:8c:ee:63
117.45.249.115,c9:98:1f:3a:ee:00
6.185.107.253,d0:47:78:c6:42:0c
145.232.191.45,7e:ca:10:d3:7c:9e
131.85.153.221,51:d6:2c:37:e3:7d
92.34.193.72,06:86:b7:ba:89:47
199.254.107.134,d7:c5:a8:7e:f0:49
33.175.79.1,4a:56:23:fb:16:c9
220.225.166.88,b6:c4:2c:9a:b3:eb
75.215.95.137,04:51:5c:cd:81:98
79.141.84.181,a4:cb:94:d3:37:56
196.242.230.76,50:de:bc:2e:f2:2e
215.237.206.235,37:74:22:90:b3:23
151.54.120.224,87:07:19:93:e1:cf
202.242.192.125,d1:60:39:50:d1:a8
18.245.70.194,99:db:3c:99:3f:a0
24.94.152.173,9e:f8:49:5c:dc:db
222.101.46.197,c4:6c:99:ab:fe:de
219.39.214.141,9a:f4:49:38:11:a9
66.72.94.179,82:1e:74:31:33:25
35.45.44.231,f1:f8:a7:02:0f:73
11.1.129.7,30:3f:7a:de:2d:41
9.191.136.35,4a:1c:73:bf:b6:e9
12.53.175.129,3d:a3:74:91:63:c8
170.248.219.87,12:d9:d2:16:e0:fa
197.76.118.41,7e:57:2d:87:7c:3f
3.26.38.214,1e:fc:a7:80:30:bb
196.112.250.243,9f:b8:5a:ce:5c:af
179.200.233.173,55:a5:41:2f:be:7f
10.254.8.226,83:db:c1:f3:4c:9b
94.220.206.212,95:af:c2:5d:89:ce
140.47.55.188,03:88:26:b1:80:6e
18.47.156.12,fc:aa:a3:81:13:df
76.160.97.165,a6:e1:d3:0b:8c:17
211.140.112.127,f1:c9:35:d1:21:63
19.164.6.168,19:8f:ff:a2:a7:43
217.90.68.201,44:e5:5d:eb:fc:08
121.163.41.223,b2:0a:43:82:08:28
221.15.115.109,e2:88:60:1c:06:58
144.163.91.114,85:c3:31:23:e9:07
128.255.96.45,e3:89:d9:8c:e4:bc
4.245.132.139,21:02:b1:a8:77:2b
180.8.243.26,3e:c3:b5:21:0b:52
4.108.4.43,1c:20:3c:37:7c:a2
211.251.112.212,c1:60:a4:81:a0:8f
196.229.54.221,e1:41:b9:fb:1a:85
2.194.99.135,75:db:c3:40:b8:35
202.218.76.201,25:7b:9b:92:23:a6
174.96.60.223,93:7f:0a:5f:11:2b
101.36.196.101,69:dc:45:17:e0:92
71.156.156.255,dd:ef:e2:34:6a:72
122.25.142.69,52:c8:2e:d9:61:46
191.91.108.115,44:a5:31:32:93:32
172.227.235.175,5e:ad:06:de:0a:1a
83.114.130.98,4b:a5:0a:c4:53:4b
161.95.104.209,1e:83:95:14:3a:2d
4.42.185.106,23:28:26:fc:c5:d0
37.20.236.127,03:14:d3:a5:61:ff
163.252.90.200,6c:62:d8:03:5c:7a
120.159.46.105,72:b8:0b:21:d9:bb
8.21.29.194,c9:df:ff:ec:44:cf
12.15.172.173,2e:b2:ce:79:ae:3f
13.28.60.16,34:e8:04:1a:46:a3
215.128.128.41,45:5d:17:1d:6e:b7
105.109.217.127,b5:d9:36:19:7d:bf
118.126.61.172,04:61:f1:d4:14:13
218.79.113.94,7d:83:75:b7:01:22
72.138.141.63,1d:37:58:d3:8d:c4
26.226.150.171,62:e6:09:56:29:bc
162.117.239.226,f6:44:55:41:ba:a6
89.189.14.195,ba:1e:ec:56:0b:02
83.138.125.70,7b:87:97:89:17:9f
210.214.193.219,e3:50:69:36:09:b5
179.153.99.247,b0:4d:b1:f8:dd:df
47.55.119.5,0c:28:5c:57:80:24
139.34.245.254,c2:78:6d:27:42:e4
130.58.212.146,e5:97:22:82:fe:a2
120.68.85.121,d2:59:a3:54:20:05
70.209.157.221,d3:b4:9e:86:63:32
128.212.176.137,1c:02:9e:d9:08:a5
119.134.58.16,f4:d6:1d:6b:c3:67
32.223.134.199,36:71:57:12:29:14
128.208.172.130,c5:d3:52:44:18:0a
25.91.79.28,88:e2:c0:5c:e0:2e
222.65.122.99,c3:18:dd:86:8d:85
30.60.192.66,d2:63:a5:41:de:ec
158.209.229.34,22:36:5c:44:2c:a8
150.196.17.188,29:8e:08:c1:b7:2a
42.180.29.17,b7:10:fd:48:01:15
111.115.183.116,5e:8c:19:e9:e6:e5
125.164.147.1,e6:c3:12:ca:89:7f
184.209.188.184,92:21:f8:1e:3f:e2
149.184.143.142,9d:cb:d9:64:9a:d9
200.168.28.147,2d:b4:6c:37:80:b4
2.153.148.61,65:e5:77:ee:35:a6
32.1.160.248,79:22:59:cc:55:ba
140.233.22.58,7a:6d:c2:a6:8b:ce
115.108.118.101,07:16:57:af:8f:a2
85.148.6.210,bf:f5:19:9b:44:bf
217.175.223.214,d0:d2:7f:60:ff:9c
83.149.191.131,d1:8a:ce:1d:aa:ca
58.127.195.91,fe:f0:44:e4:72:0d
61.186.227.20,ec:fc:70:fb:aa:51
139.44.230.70,ba:e4:0d:36:1b:e9
158.107.13.4,d1:73:d4:39:1e:00
15.89.36.247,69:62:25:16:f4:8f
123.66.125.4,27:25:09:40:84:b8
139.81.227.34,43:21:c4:e9:5b:99
170.198.84.76,2b:0c:f6:e7:db:78
213.235.84.95,d8:e7:b5:ca:0e:78
198.3.193.171,3e:7d:eb:1a:96:d3
25.94.72.33,b5:5c:07:2c:0e:bd
122.129.84.116,c0:87:5c:fc:56:b1
101.28.50.146,5e:00:c9:7c:ee:2d
146.180.38.230,1e:f6:89:78:16:4b
113.170.158.75,8a:d4:67:56:b0:d8
129.190.198.79,b8:62:8c:cf:98:3b
2.142.27.167,1f:d2:c9:62:ae:57
63.199.253.130,dd:a1:5a:87:f0:c1
69.213.131.134,3a:d2:03:48:0f:84
205.26.104.181,cd:c5:5a:58:02:46
107.226.173.224,6e:85:2d:a9:f7:d4
185.112.144.53,09:fa:10:bd:2a:d7
215.76.23.111,fe:ae:81:2e:14:ff
197.179.20.246,09:58:c3:53:8d:92
78.136.24.222,a7:3e:c9:da:2e:c2
29.205.87.179,d1:f7:de:7d:e7:b9
103.11.153.169,11:ed:28:10:b3:5e
126.177.23.179,21:7f:98:fd:ac:ee
40.72.231.77,f3:d0:78:f0:3e:d9
101.205.100.146,86:21:f9:8e:d6:39
108.49.193.214,b6:29:87:40:85:d3
204.121.45.145,aa:1f:75:aa:43:0e
138.135.1.144,09:c7:1c:1b:22:fa
71.49.99.87,9e:b6:78:29:58:a4
166.219.201.132,67:74:6a:29:be:0d
141.9.174.244,0c:63:a0:85:38:03
178.101.152.243,89:74:b8:09:55:7d
104.176.67.213,8f:f5:8e:98:84:63
75.131.214.227,0f:29:45:58:53:39
130.105.110.225,82:af:b2:59:19:4f
214.128.148.224,f1:d1:19:7d:2b:97
106.80.232.79,ec:b8:5f:e4:21:53
50.243.241.234,12:ff:ab:18:5a:d7
55.29.68.54,7d:ff:68:43:8f:4f
200.73.47.69,88:09:db:4b:98:1f
216.95.57.13,d7:fc:a0:9f:d9:24
73.98.206.104,e1:0c:b3:e0:78:40
190.230.254.185,1a:88:33:7b:9d:0d
167.88.153.210,6f:f5:62:d4:66:8b
149.33.123.189,bb:f0:3f:d1:98:81
132.153.27.162,22:b2:0b:1b:37:91
