ip_address,mac_address
141.47.55.250,67:39:76:21:f9:d9
178.116.215.168,fc:19:2d:97:0d:60
190.55.149.232,46:24:17:d7:f4:4c
178.10.209.69,ad:15:b1:e7:71:2d
194.213.96.67,4f:be:23:19:31:13
17.206.29.59,94:87:8a:16:ad:43
198.232.174.37,ff:d5:e6:eb:33:8e
170.107.35.147,cf:91:22:34:ce:e5
158.214.248.67,b0:99:cf:84:2c:69
68.172.67.170,49:ab:bf:aa:85:9d
192.162.146.82,a1:fb:ec:1b:7a:8c
128.227.193.192,49:73:d8:22:08:c6
169.113.20.255,53:32:78:99:7c:11
38.147.121.185,d5:6d:4a:89:d9:bc
158.175.13.58,4b:3a:09:6a:9d:12
15.108.63.48,9e:d3:06:6a:02:5f
55.53.90.3,c1:ec:f9:ca:18:63
166.224.134.200,9a:91:75:e7:f8:00
130.68.67.229,11:e7:e6:d8:0e:62
69.1.248.144,49:37:b0:4d:5a:c7
203.8.75.235,4a:a4:cb:63:ee:57
21.200.140.132,e9:83:38:6a:75:b2
73.38.190.96,f0:9f:1b:1e:bd:2a
178.42.53.248,19:a1:78:17:76:f9
142.233.176.135,f6:4b:e5:7f:0d:37
61.90.77.64,cc:58:8e:3f:4f:3d
112.59.40.245,6f:89:d1:b1:11:bb
137.172.46.49,26:76:d7:20:ee:91
79.225.180.3,6c:7b:d4:f1:79:e2
116.24.238.150,f0:da:2c:e4:2e:07
69.220.130.121,ac:0c:8a:61:64:5e
120.59.170.244,a2:87:27:1c:86:6c
214.216.35.203,ae:59:a6:6c:dc:7d
154.196.105.58,aa:22:d3:5d:c0:79
217.247.71.41,52:88:02:08:04:c4
70.99.106.137,c5:90:37:66:af:ec
89.135.72.161,21:49:63:c8:cf:6b
115.1.100.36,7d:38:1a:e4:16:80
130.64.30.30,42:47:a0:b7:eb:4f
124.252.200.208,79:2f:00:fc:11:e0
87.26.80.198,81:29:c6:45:2d:f1
52.184.72.21,ff:d3:69:51:e8:70
86.15.208.173,17:a8:a1:28:e9:8f
184.161.152.252,ad:0a:32:7d:aa:df
44.92.239.231,59:1a:58:d6:f0:b3
33.131.229.127,ca:2b:a9:b2:4c:13
145.150.37.99,57:59:a2:46:f0:c8
207.233.143.168,5e:03:bd:6e:57:3f
6.65.117.156,91:02:72:a1:16:3e
170.18.178.131,b5:cd:fb:93:1d:d9
51.220.173.178,fa:e2:e6:0b:93:31
150.123.21.35,1d:8d:e2:49:18:bf
207.62.234.77,54:51:e9:85:1b:94
128.238.181.243,02:eb:b5:c3:93:9c
178.89.181.28,b8:a5:d8:2b:53:c6
77.167.57.121,d7:81:3f:01:87:20
56.58.226.106,b4:23:da:b8:6f:50
20.125.48.217,df:34:98:75:7c:8a
189.131.37.245,db:b8:12:62:a3:6e
81.194.27.61,62:3d:c3:81:1b:b6
48.46.193.240,44:ee:17:d9:48:26
207.88.11.81,bd:25:52:2c:b8:d3
128.71.88.238,15:7d:86:81:69:7b
67.70.84.89,c4:3f:0c:5c:78:49
19.204.182.165,0b:3b:db:d9:ae:1f
156.221.163.185,47:4e:fc:6e:23:bf
67.28.185.190,c1:21:33:e9:28:ca
187.179.237.121,a9:2e:20:9c:ea:94
194.204.11.89,0a:d2:4a:06:fa:32
61.79.106.98,1f:c1:36:64:71:7d
105.29.89.145,29:1b:64:e6:5f:b4
114.87.45.129,97:79:29:5f:15:f9
184.27.113.128,82:43:b6:4b:9a:c8
19.74.230.109,92:b9:c7:88:73:85
138.56.34.23,7f:61:72:75:3b:91
86.209.90.237,31:b9:6b:7b:81:d1
200.216.97.192,c0:57:10:43:6b:14
116.53.65.151,a3:1b:f0:dd:db:4e
108.162.224.248,da:04:52:81:54:de
75.48.252.52,77:b6:57:fd:5e:c5
152.202.152.191,09:dd:fc:3b:5b:08
161.150.155.49,3b:bc:cc:45:ef:ac
161.96.5.16,b4:20:00:c5:36:75
190.21.180.121,a1:3d:3a:bb:d7:47
152.197.243.148,97:99:5d:b6:dc:9c
104.173.167.229,43:e1:30:84:c9:4f
129.67.20.145,a9:df:ef:98:1f:ab
123.252.86.213,89:5f:70:4c:54:08
150.117.184.219,c1:cd:5a:5a:e8:81
87.10.7.25,f0:f3:1c:39:7b:bd
179.168.168.117,5f:6e:7d:a0:55:53
33.210.37.200,e3:59:1f:c5:08:92
14.48.148.196,80:36:ae:14:63:c8
113.1.9.154,52:7d:17:d7:ac:51
161.154.91.192,cb:83:44:44:a5:f0
168.185.41.175,94:91:51:2b:ce:8e
49.103.61.112,1a:09:4a:d2:ed:15
30.192.38.100,93:32:4d:a7:01:79
51.252.164.209,bc:0f:e2:a9:6f:66
92.68.150.43,72:73:c2:4d:97:df
160.107.76.152,66:89:db:66:20:7b
67.102.41.29,60:b9:8d:ad:65:6c
202.100.121.176,64:64:9d:6d:83:63
198.207.6.60,79:09:95:b2:03:44
90.253.252.121,a6:4d:d2:d0:65:28
206.19.95.90,33:b4:3e:08:f7:63
31.79.211.179,80:4f:10:38:52:4a
124.72.153.143,82:ca:19:f4:98:ff
72.242.202.61,e8:41:c9:12:39:d8
57.53.59.253,54:34:b4:e2:5a:2c
104.125.28.110,7b:a6:80:d3:7b:d6
31.9.88.14,c4:27:0f:bd:d2:35
169.91.196.66,18:68:0e:ca:c1:2c
213.236.203.68,c1:bb:14:ff:47:30
4.165.225.198,74:6b:b8:f9:24:06
206.140.87.168,db:c8:95:93:66:ef
17.36.0.220,81:09:bf:9f:55:64
215.18.212.77,a2:0a:16:1e:9a:f8
105.202.156.0,cd:21:e2:05:5d:0b
84.181.149.224,6a:e2:46:d6:ee:e4
139.236.16.33,c5:23:61:65:8f:2a
97.227.202.183,43:4e:ba:2c:09:d5
183.183.175.77,aa:b7:44:47:b6:be
118.120.27.20,98:5d:c5:36:57:bd
72.187.247.31,ac:d9:ca:da:63:5c
29.49.204.142,ce:89:02:95:14:31
70.237.146.187,f6:bb:80:2a:7d:94
154.9.150.57,0d:64:19:1c:cc:9e
23.154.243.222,ec:c9:8b:6e:34:21
59.145.139.245,92:7d:01:64:cf:01
93.212.100.41,f9:61:85:85:97:66
154.124.43.246,41:eb:de:4a:5e:32
77.78.36.105,11:19:ed:51:86:7e
191.96.195.66,8f:31:3b:fb:5c:09
153.206.158.50,54:a2:05:fe:a1:71
48.237.219.196,e9:45:42:a1:55:c6
212.240.18.129,62:90:50:4a:21:30
198.41.29.209,bd:95:8a:60:3e:c5
81.52.175.205,bc:0e:f4:dd:a2:55
105.72.57.246,3a:04:5d:35:2e:af
85.254.38.193,ce:53:db:65:cc:50
47.214.158.101,85:e4:55:89:eb:a4
159.178.146.207,3f:5c:78:55:04:6e
65.159.10.155,73:22:df:e9:25:d7
70.199.54.232,76:d0:ee:ab:a5:68
59.40.154.66,c7:ad:90:6c:3d:f0
223.53.39.36,28:d3:f3:e3:89:4f
36.213.182.140,ab:5d:58:5e:81:7c
56.227.2.178,ad:32:0d:2f:99:50
139.94.16.61,89:b8:ca:bd:2f:e1
221.41.239.191,1b:a7:63:39:1b:1e
14.66.133.184,96:42:2a:67:39:e5
111.185.113.162,21:cd:70:43:af:43
205.201.115.8,07:0f:e6:aa:72:c7
119.168.113.29,07:05:24:a2:c1:2a
16.69.201.250,29:f6:4c:76:04:e4
63.186.62.96,9d:7b:1f:fa:65:39
62.239.30.133,6c:72:96:43:f4:ca
35.92.209.7,be:32:69:62:1d:ca
30.214.116.171,bc:64:85:96:b9:05
41.15.19.229,b6:eb:ae:66:1f:9b
24.14.247.132,56:c2:da:d4:d9:66
63.160.203.162,6d:97:81:ac:bc:73
181.152.198.131,11:4f:f0:13:fc:4b
145.223.28.123,5d:3c:79:7f:1c:5f
145.245.136.163,c3:01:ba:36:87:0a
73.249.5.83,0f:42:e8:67:bf:f1
118.37.156.151,2c:7d:7c:20:56:ba
18.193.134.233,df:8e:72:d4:26:a7
64.233.182.253,44:c8:38:d8:a8:7a
86.73.5.107,aa:04:9e:44:82:e3
14.76.177.238,42:37:9d:ed:37:05
196.200.140.30,59:e7:d4:8d:68:0d
146.182.67.221,5f:22:5b:f1:fb:b5
132.191.46.35,27:00:f5:05:67:0c
70.241.87.227,c3:06:06:c9:d0:ca
11.42.227.46,0c:40:9b:e7:98:80
116.0.126.158,77:be:d2:5e:3e:50
92.212.173.146,1f:bf:51:79:d8:d0
16.156.69.193,91:63:4a:f9:89:38
222.79.22.235,fc:11:97:ba:fe:7b
88.132.225.81,2b:ea:96:a7:86:5c
182.196.84.145,9e:30:46:dd:a9:4a
84.160.162.195,39:ce:42:dd:50:6b
201.28.107.117,8f:1d:a3:8d:66:b2
148.53.111.207,a3:81:9d:0a:cf:1f
73.68.176.163,ff:aa:34:24:c2:ff
129.193.69.146,37:8f:39:6a:d8:21
223.44.4.251,13:fb:4a:17:17:7a
25.238.76.134,26:e1:8e:df:80:fe
51.70.132.30,a9:e1:18:2e:f7:42
64.192.133.56,49:b0:52:68:dc:b8
165.27.122.21,e4:cd:b2:44:8c:2c
125.226.8.56,cd:a8:57:02:8a:9a
99.145.44.197,8e:9a:07:d5:01:49
172.217.3.8,e1:82:11:3d:53:b7
85.76.254.156,c5:98:1c:1e:f1:4c
9.182.167.93,0a:5f:f8:35:06:5e
193.61.27.120,80:e2:c9:b0:e2:d3
155.210.29.73,16:6e:e5:13:f4:7d
221.195.138.171,3e:e7:ec:51:f7:66
215.117.1.13,c6:d4:f9:d7:98:61
125.66.171.213,d2:0b:bc:62:36:18
220.27.46.17,83:16:f8:26:d8:21
184.141.97.248,88:a7:d6:2a:84:39
176.117.73.114,b8:cb:14:64:cf:21
134.57.33.57,98:b4:4d:9c:24:36
174.216.218.123,48:66:db:54:f0:59
11.58.113.82,e1:51:1f:ce:d2:8e
206.133.105.233,a5:64:99:a6:1a:46
108.87.107.72,0c:1c:56:54:05:c2
208.253.18.2,14:0d:43:7e:1d:cd
135.240.94.143,5b:4d:35:ae:e3:9d
45.9.219.218,eb:e2:62:e6:99:5b
37.84.177.107,3e:15:94:36:18:a6
149.236.28.88,6f:90:52:0c:cf:31
152.148.240.138,9f:c9:c4:60:2a:8f
83.241.69.46,60:9d:23:03:62:17
78.158.117.220,a6:06:c1:60:0f:58
10.10.3.27,32:52:d1:18:c2:26
65.191.245.137,2c:39:e2:7a:c4:b3
169.67.68.56,cf:f3:26:7a:bd:ed
190.167.70.35,68:0b:1e:2f:c2:6e
45.31.71.69,49:ab:34:9c:54:da
194.180.255.29,72:a9:89:b3:81:69
111.197.82.220,84:e9:e4:57:9a:dd
160.218.100.255,e2:23:bf:19:3d:a9
60.196.104.233,2b:5b:37:4f:e4:66
47.67.116.204,fa:52:26:75:af:c8
98.87.64.179,3d:24:45:73:65:42
55.149.222.208,42:9a:9a:b2:08:f3
174.47.22.131,92:27:29:a0:85:d9
188.247.192.134,f7:c5:f0:90:24:31
91.103.137.18,29:cd:7f:fc:48:e4
61.214.130.38,3b:e1:9d:cc:98:4b
190.199.144.143,d3:f1:e0:d8:55:93
176.250.88.42,9b:41:39:fd:27:96
104.74.251.202,3f:d5:25:f3:7f:f2
157.237.222.100,3c:96:f1:af:86:11
124.184.49.220,bf:4a:c3:0f:b1:e2
129.192.49.209,56:9d:00:21:26:72
157.172.22.13,3b:4d:f1:ec:9e:02
202.87.69.127,e5:94:52:7a:0d:95
23.124.167.176,7e:0e:03:ad:c9:41
182.121.234.41,5b:b4:06:71:00:8c
41.194.64.46,f6:b7:52:04:17:65
149.138.40.231,c1:c0:bb:e5:e1:d7
67.79.216.165,37:61:44:5c:d1:47
150.88.179.156,d1:07:cc:59:ed:5e
216.181.191.54,85:71:21:ee:0f:dd
1.158.147.125,5a:08:ab:b1:96:b8
169.26.11.41,92:48:60:ff:be:56
40.191.242.173,09:04:8b:a0:b6:cf
17.158.7.99,9f:fc:52:b2:8e:3f
111.72.99.126,21:c3:b6:b9:f2:d1
34.22.250.64,0e:ab:dc:8a:71:60
98.116.248.115,b2:c8:07:59:b5:1a
43.241.84.222,ec:1b:7b:ab:87:0a
44.69.220.126,31:d6:51:24:ad:1d
46.170.223.51,3d:42:9c:ca:bc:ce
93.248.234.190,6d:02:6b:48:40:51
149.34.167.77,14:32:7b:5d:89:37
131.96.139.137,ec:94:e2:6d:e3:f5
122.182.130.180,bf:f2:50:88:76:73
155.227.36.183,a9:04:fd:5b:5c:bf
105.26.218.199,ad:13:de:92:42:bb
70.105.2.230,ec:eb:09:09:3d:71
160.210.213.161,9f:5c:65:19:d4:7d
16.1.38.115,29:2e:1e:26:7b:23
94.32.168.56,69:78:1e:ce:e4:fe
205.217.164.7,4a:1c:54:39:e4:f4
177.147.237.235,ab:93:a8:ee:9a:fb
88.232.167.14,f9:72:c4:89:a5:cd
146.94.204.189,3b:22:01:bc:ce:50
21.35.142.73,97:e5:9c:84:76:ff
175.164.150.233,e2:db:f2:e4:ba:a5
51.245.111.83,96:e5:11:5f:ed:27
55.5.25.241,97:b0:32:01:6e:26
208.250.108.104,2a:5c:91:62:90:93
145.109.237.79,f7:98:72:da:84:1b
188.128.167.117,79:0c:a1:6b:d1:68
99.196.54.200,d7:a7:50:0a:50:c2
21.240.43.30,5a:1a:15:04:0d:e5
45.164.8.232,5e:13:f1:4f:22:ff
183.45.79.254,4b:ca:d5:1c:25:18
134.135.17.230,3d:6f:76:3b:53:c0
94.212.3.209,93:34:9d:f4:ff:de
142.197.47.208,c6:21:3d:17:6a:bc
71.90.102.155,40:2a:ab:8e:b5:f4
174.17.48.255,93:2e:f9:a5:ae:eb
122.180.224.135,d7:e5:67:a0:dc:3c
170.254.125.215,49:61:ed:fa:0e:f5
4.154.182.103,2c:8e:5e:b8:35:ba
16.254.227.194,4c:e9:e8:6a:00:94
183.128.21.0,95:47:84:54:d1:8b
173.176.8.169,1c:b9:75:7d:93:e6
190.101.119.51,9a:a3:0f:d6:9c:13
199.67.22.116,8a:67:f5:5b:bb:c6
50.41.105.238,8b:59:f3:01:b9:ae
223.13.175.46,18:10:56:a7:3a:05
146.174.4.8,90:58:77:58:c6:72
168.9.54.132,01:d6:d5:e2:5a:7d
170.205.237.163,39:63:cc:b1:c1:07
211.154.23.185,d0:6c:6a:31:91:60
90.73.164.68,c1:99:b8:8b:91:f2
108.9.46.44,19:db:5a:5d:70:b9
134.18.175.127,19:c3:76:48:aa:92
210.187.164.81,35:f8:a0:6e:f9:1b
93.6.72.107,d5:34:f9:1b:44:8a
69.178.94.70,80:a9:8e:4e:7c:42
125.48.73.95,43:66:e9:5a:1f:9c
27.253.184.45,ec:99:62:1e:58:26
7.142.9.97,45:b3:74:ec:6b:25
122.152.187.201,09:79:5e:10:82:01
133.82.136.36,fc:f0:87:9e:21:57
94.93.95.125,92:10:2a:cc:c5:f1
111.252.240.106,c0:dd:7c:52:89:7c
101.148.115.11,20:63:95:6f:c5:b5
103.110.191.217,cf:e2:93:96:ae:43
183.243.218.42,4b:18:7a:48:c7:34
44.198.85.40,dd:ad:30:1b:b6:8e
216.125.203.154,ef:68:7c:d2:c2:15
211.249.61.146,4e:fd:e7:17:6a:ff
199.158.23.7,d0:80:05:06:c9:5f
185.14.193.170,ce:af:7f:11:f6:db
130.23.214.160,85:cd:03:b7:b5:34
136.168.230.147,8f:a0:ca:69:a3:b9
192.26.43.56,77:72:47:60:6f:d3
196.187.135.44,ad:dd:43:73:15:7b
60.49.77.76,4d:9b:93:50:1c:40
21.17.1.241,2f:6c:a8:24:ae:79
201.220.223.86,bf:c2:22:53:58:04
71.255.181.32,57:25:42:32:c3:ed
173.251.81.2,f7:1f:f1:01:2a:d5
161.163.6.26,88:cc:24:71:60:8b
165.226.116.101,a1:2f:14:26:c3:4b
3.188.167.165,75:f7:90:fa:af:b1
43.97.121.247,e1:57:5f:93:b4:a4
186.124.123.234,c5:f8:64:81:d1:94
84.149.29.37,de:91:a2:43:1f:37
30.74.178.130,53:2f:fe:02:3a:f9
64.196.196.180,4e:ea:2d:9d:db:9d
43.159.137.158,ea:29:89:b9:8f:05
9.127.33.25,21:ba:c7:14:8e:ed
37.105.98.237,98:de:64:29:6c:10
180.176.195.188,c9:e1:f8:3d:b4:08
19.97.151.61,ae:c4:03:3a:39:ee
219.117.99.148,f1:98:1b:58:20:73
124.236.189.191,6d:0f:f7:5f:da:74
94.38.129.37,50:ba:85:4c:ed:7b
41.94.117.195,d7:f3:f0:c4:1b:ee
194.122.72.86,8b:6b:ac:04:25:63
194.114.9.85,c2:17:fd:0e:55:83
194.64.199.255,f0:bb:b3:c1:a4:8c
206.98.35.40,55:cb:d7:35:d9:2b
19.189.255.223,8a:7a:5e:e2:12:49
100.254.244.229,83:01:20:4f:1b:2f
195.193.85.172,b6:9c:b3:48:da:a4
209.85.122.22,58:41:be:be:a4:d2
64.251.11.2,79:02:c8:25:17:3d
188.178.114.76,7d:a2:3a:28:51:63
126.29.24.22,06:ef:1e:9a:e1:d9
135.109.101.182,71:51:73:56:6a:85
102.115.22.4,57:fe:3d:0e:14:5d
45.173.68.188,ee:1f:fb:2e:59:0f
199.158.211.111,29:fe:97:9a:0e:c4
186.94.27.164,21:30:57:0f:80:1f
63.164.185.206,0e:d2:11:df:3d:48
23.211.127.126,c0:7f:67:86:f0:7e
189.175.229.40,65:74:d3:b3:8f:1d
72.67.195.103,f8:99:29:9a:f6:c0
35.49.219.221,63:34:68:46:3d:52
33.214.199.99,ea:5c:b8:2f:93:11
73.39.236.157,70:42:f1:eb:20:29
128.197.125.80,f4:7f:0e:82:4a:0d
31.190.14.142,42:33:f0:d9:35:91
188.35.60.63,ed:e3:39:83:72:fa
97.248.54.194,13:61:86:88:bd:98
132.192.254.218,44:6c:16:0b:ef:f9
182.64.34.125,7b:c4:a0:67:87:a8
64.134.126.121,d1:c4:7a:d4:ea:f3
148.230.228.193,27:12:45:60:93:35
125.189.65.10,ea:f8:91:37:a3:50
195.171.238.57,13:e0:4a:ba:e6:93
217.22.153.35,12:2d:2e:eb:e3:ad
163.18.87.137,f0:29:50:1a:09:44
139.16.106.16,8b:75:f3:95:cd:57
66.223.3.247,ee:d2:34:59:a3:9e
72.54.169.35,0c:15:01:20:9e:4c
125.204.241.93,4d:46:34:61:60:c5
83.170.29.131,a7:67:23:e7:3d:f9
94.145.92.144,dc:73:8a:0c:e4:bc
188.149.11.41,52:59:d2:b9:c0:ca
169.168.221.65,f2:90:6c:20:fc:a0
206.214.21.41,80:7d:d1:11:2e:63
29.45.209.254,02:96:5b:17:18:99
177.8.36.221,45:c6:98:b7:f8:53
54.195.195.193,08:ee:95:dd:4a:62
60.122.10.61,0f:cf:48:86:50:9d
20.100.3.22,08:52:39:02:6d:b0
187.193.14.97,c1:ae:8a:0d:95:ab
157.215.130.129,b6:9a:4a:7c:29:6b
11.47.7.245,06:84:72:e3:e9:dd
144.19.96.117,8a:bf:3c:b8:58:ee
60.232.174.74,f9:eb:de:58:cc:16
135.73.116.39,4d:4b:9d:d6:93:50
158.141.193.80,0c:11:3b:0c:19:30
167.123.111.21,5c:09:e0:d9:5c:99
81.19.138.210,54:07:7c:50:17:da
189.160.186.101,28:31:83:93:9e:3c
66.55.98.202,3b:f9:07:f1:67:85
152.199.2.77,f6:60:1b:79:95:df
142.57.146.35,ef:91:a6:dc:c7:27
157.118.217.142,fc:2e:9f:9f:71:23
125.88.172.143,9b:d3:30:0f:c6:79
109.125.40.196,49:c3:70:76:dc:bf
53.195.143.99,f1:5c:24:4a:0f:66
40.81.75.228,e0:3c:94:52:68:71
50.158.77.0,80:38:29:af:1d:f8
182.3.22.39,72:53:ff:77:39:92
195.236.69.106,3d:1f:83:53:c9:32
19.154.213.6,4a:e9:4a:b6:b4:6f
93.192.157.193,49:2d:0b:49:c2:e0
157.238.57.4,61:e3:43:8c:b1:17
202.78.165.186,5a:d1:9b:54:25:2c
162.86.136.195,87:c9:1b:e6:ab:14
123.122.45.52,98:96:20:3c:32:98
189.158.5.96,06:c9:10:6b:63:85
118.216.192.79,cb:43:5f:2c:4c:f9
111.252.96.53,7b:45:14:02:ad:46
158.198.106.139,3b:28:8e:eb:8b:68
218.6.253.126,95:9d:de:12:d5:11
162.87.136.20,e1:3b:be:8b:ae:e9
148.47.16.84,41:ef:10:de:67:53
94.96.59.73,ac:aa:fe:fd:c6:dd
175.48.165.121,5f:f2:da:e6:ec:9f
144.37.170.73,49:36:eb:2b:77:1a
181.169.65.3,39:97:07:45:c4:28
144.126.84.241,c4:4b:01:cc:4e:1e
150.133.32.232,d1:8e:78:bd:b8:4a
163.180.37.109,69:24:d5:02:1b:b7
220.219.236.148,c7:5b:76:46:ce:e2
32.8.154.174,6e:fd:fe:ee:85:32
98.161.114.141,f1:ec:c8:48:46:20
66.176.137.176,a4:81:7f:b8:0a:97
162.138.8.255,a4:cf:a2:49:b0:85
49.176.75.94,4b:21:5f:b9:ab:90
22.19.134.206,59:f5:22:50:a6:86
113.145.244.189,93:1e:b7:3e:41:48
180.139.187.132,b3:4c:fb:6f:46:bc
29.39.239.56,17:bd:9b:b5:32:a7
113.128.166.56,99:98:df:63:0c:53
149.122.168.70,15:67:bd:89:4e:36
160.139.133.25,21:61:dd:b0:78:c2
79.97.180.153,95:0c:e0:45:8e:91
19.112.9.29,11:7c:dd:08:b7:8a
153.150.232.202,71:9f:ba:97:50:66
116.176.123.114,d5:a3:c1:77:db:d4
100.7.150.103,9b:b3:2d:f9:bb:ca
203.246.42.144,82:65:45:ac:47:4e
210.228.42.121,bb:29:ce:f3:ae:92
68.206.95.57,b7:bd:f9:15:44:b6
105.170.32.5,ee:9d:40:1d:5c:24
110.235.233.70,b1:f4:9b:1e:62:bf
172.130.36.248,2a:c3:32:6f:38:61
88.33.216.188,1c:7f:21:16:b0:e0
12.248.79.8,75:f3:f7:6a:44:f3
113.145.6.0,13:4c:71:fc:49:de
137.9.133.28,da:de:c2:ed:c6:2d
113.107.86.204,e8:59:56:a8:4c:ad
145.149.121.5,c7:c9:97:12:55:59
70.222.201.70,f5:dd:30:35:86:63
52.88.236.147,0f:69:d1:77:8d:99
139.184.104.88,74:0e:a7:2c:93:f0
75.233.166.100,bf:f2:c8:1b:e8:73
15.58.27.156,6d:f8:0d:83:e8:74
131.132.238.252,9f:6b:70:a0:65:69
90.216.89.244,45:e8:54:bd:9b:0e
